ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds_1,swc_f_mds_2,swc_f_mds_3,swc_f_mds_4,nee_vut_ref,nee_vut_25,nee_vut_75,reco_nt_vut_ref,reco_nt_vut_25,reco_nt_vut_75,gpp_nt_vut_ref,gpp_nt_vut_25,gpp_nt_vut_75,lat_lon
BE-Vie,Cfb,2020,1,0,5.998099,50.304962,1.936,0,-9999,0,1.983,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,1,5.998099,50.304962,1.572,0,-9999,0,1.983,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,2,5.998099,50.304962,-0.66,0,-9999,0,1.6595,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,3,5.998099,50.304962,-0.6885,0,-9999,0,1.6555,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,4,5.998099,50.304962,-0.942,0,-9999,0,1.697,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,5,5.998099,50.304962,-1.278,0,-9999,0,1.678,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,6,5.998099,50.304962,-1.2715,0,-9999,0,1.7235,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,7,5.998099,50.304962,-1.624,0,-9999,0,1.745,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,8,5.998099,50.304962,-1.8845,0,-9999,0,1.758,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,9,5.998099,50.304962,-1.9125,0,-9999,29.5235,1.831,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,10,5.998099,50.304962,-1.3075,0,-9999,120.9815,1.9435,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,11,5.998099,50.304962,-0.131,0,-9999,210.845,2.019,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,12,5.998099,50.304962,0.5275,0,-9999,266.746,2.011,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,13,5.998099,50.304962,2.4895,0,-9999,279.518,2.467,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,14,5.998099,50.304962,3.238,0,-9999,249.4915,2.6745,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,15,5.998099,50.304962,2.2485,0,-9999,181.264,2.4745,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,16,5.998099,50.304962,1.781,0,-9999,86.358,2.567,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,17,5.998099,50.304962,1.734,0,-9999,0,2.695,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,18,5.998099,50.304962,0.751,0,-9999,0,2.525,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,19,5.998099,50.304962,-0.683,0,-9999,0,2.204,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,20,5.998099,50.304962,-0.659,0,-9999,0,2.245,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,21,5.998099,50.304962,-0.3955,0,-9999,0,2.3235,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,22,5.998099,50.304962,-0.351,0,-9999,0,2.4095,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,1,23,5.998099,50.304962,-0.527,0,-9999,0,2.4235,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,0,5.998099,50.304962,-0.4285,0,-9999,0,2.4395,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,1,5.998099,50.304962,-0.258,0,-9999,0,2.485,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,2,5.998099,50.304962,-0.223,0,-9999,0,2.5115,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,3,5.998099,50.304962,-0.1655,0,-9999,0,2.501,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,4,5.998099,50.304962,-0.043,0,-9999,0,2.423,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,5,5.998099,50.304962,-0.439,0,-9999,0,2.2395,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,6,5.998099,50.304962,-0.5975,0,-9999,0,2.125,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,7,5.998099,50.304962,-0.814,0,-9999,0,2.003,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,8,5.998099,50.304962,-1.2855,0,-9999,0,1.8715,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,9,5.998099,50.304962,-1.272,0,-9999,30.903,1.8355,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,10,5.998099,50.304962,-0.677,0,-9999,126.915,1.921,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,11,5.998099,50.304962,0.053,0,-9999,214.8965,1.9965,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,12,5.998099,50.304962,0.4345,0,-9999,270.0645,2.065,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,13,5.998099,50.304962,1.8165,0,-9999,282.8655,2.3455,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,14,5.998099,50.304962,2.5235,0,-9999,250.9715,2.5515,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,15,5.998099,50.304962,2.6495,0,-9999,182.2845,2.722,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,16,5.998099,50.304962,2.194,0,-9999,87.9815,2.7115,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,17,5.998099,50.304962,0.8555,0,-9999,0,2.368,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,18,5.998099,50.304962,-0.2315,0,-9999,0,2.126,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,19,5.998099,50.304962,-0.5,0,-9999,0,2.047,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,20,5.998099,50.304962,-0.965,0,-9999,0,1.9555,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,21,5.998099,50.304962,-1.191,0,-9999,0,1.9195,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,22,5.998099,50.304962,-0.9755,0,-9999,0,1.916,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,2,23,5.998099,50.304962,-1.4575,0,-9999,0,1.8225,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,0,5.998099,50.304962,-1.8075,0,-9999,0,1.6955,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,1,5.998099,50.304962,-2.1425,0,-9999,0,1.6155,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,2,5.998099,50.304962,-2.349,0,-9999,0,1.536,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,3,5.998099,50.304962,-2.57,0,-9999,0,1.4595,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,4,5.998099,50.304962,-2.7105,0,-9999,0,1.4145,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,5,5.998099,50.304962,-3.1035,0,-9999,0,1.3445,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,6,5.998099,50.304962,-3.483,0,-9999,0,1.318,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,7,5.998099,50.304962,-3.728,0,-9999,0,1.285,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,8,5.998099,50.304962,-3.6975,0,-9999,0,1.262,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
BE-Vie,Cfb,2020,3,9,5.998099,50.304962,-3.582,0,-9999,26.4205,1.26,-9999,-9999,-9999,-9999,-9999,,,,,,,,,,50.304962_5.998099
